Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001840,E02001875,30,0,0,1,16,0,1,12,0,0,0,0,7151.222250344349,0.016990026148585694
E02001840,E02001876,152,0,2,3,58,0,4,68,11,1,5,0,7563.404805478033,0.028405824662860724
E02001840,E02001878,43,0,0,0,9,1,0,27,2,1,2,1,7249.103459029838,0.02932151255851737
E02001840,E02001879,13,0,0,0,2,0,0,9,2,0,0,0,9642.319500435555,0.017689572823539758
E02001840,E02001890,19,0,0,1,8,0,1,6,3,0,0,0,11516.54801856465,0.017545004498345698
E02001840,E02001892,11,0,0,0,2,0,0,9,0,0,0,0,10640.264861341791,0.01445000125541877
E02001840,E02001896,13,0,0,0,2,0,1,10,0,0,0,0,9691.844744135125,NaN
E02001840,E02001897,11,0,0,0,0,0,0,10,1,0,0,0,9721.342041713136,0.03594103569475111
E02001840,E02001904,13,0,0,1,1,0,0,10,0,0,1,0,11677.145249911548,0.02500309173631189
E02001840,E02001905,14,0,0,0,3,0,0,11,0,0,0,0,12530.71660125853,0.02442929447467689
E02001840,E02001913,21,0,0,1,5,0,0,14,0,0,1,0,14419.542385792152,0.02411614159249907
E02001840,E02002089,40,0,0,1,7,0,0,29,1,1,1,0,14371.875230134006,0.019913448584783285
E02001840,E02006895,13,0,0,1,4,0,0,7,0,0,1,0,9910.617419961938,0.018499410753192842
E02001840,E02006896,40,0,0,1,18,0,0,21,0,0,0,0,9471.93234861516,0.03319748664944063
E02001840,E02006897,19,0,0,0,9,0,0,9,1,0,0,0,9598.522228126283,0.016493747701452486
E02001840,E02006898,24,0,0,0,9,0,2,12,1,0,0,0,9177.68350929034,0.01953830563344874
E02001840,E02006899,131,0,0,4,71,3,0,35,9,0,9,0,NA,0.01673213857508605
E02001840,E02006900,20,0,0,0,8,0,1,10,1,0,0,0,9025.948693298584,0.01967635951004937
E02001842,E02001834,17,0,0,0,6,0,1,8,1,1,0,0,4290.875878131617,0.01994546930265083
E02001842,E02001837,13,0,0,0,1,0,0,12,0,0,0,0,4300.400778007731,0.020471231574617155
E02001842,E02001839,67,0,0,0,7,0,0,43,5,0,12,0,3079.951751062976,0.017114953760774543
E02001842,E02001842,90,0,0,0,13,2,0,37,5,0,33,0,0,0.015988476182809096
E02001842,E02001843,18,0,0,0,8,0,0,7,1,0,2,0,4170.92402182354,0.02081807898634927
E02001842,E02001845,35,0,0,0,1,1,0,22,2,0,9,0,3492.1632984070734,0.020658458882118647
E02001842,E02001848,13,0,0,0,2,0,0,6,3,0,2,0,4445.584669307153,0.019092572219912757
E02001842,E02001849,25,0,0,0,6,0,0,19,0,0,0,0,7377.866456017935,0.017243939984600647
E02001842,E02001850,113,0,0,2,20,0,3,51,8,2,26,1,1550.2438555943709,0.01690276246399901
E02001842,E02001851,11,0,0,0,2,0,0,8,0,0,1,0,10785.251079284608,0.018826113129247386
E02001842,E02001854,27,0,0,0,4,0,0,23,0,0,0,0,9418.215851267318,0.019140963002967783
E02001842,E02001855,28,0,0,0,5,0,0,20,1,1,1,0,12613.197562546435,0.01965081480064973
E02001842,E02001856,19,0,0,1,1,0,0,9,4,4,0,0,7133.7317649283605,0.021941272333529823
E02001842,E02001857,18,0,0,0,4,0,0,12,0,1,1,0,8068.6142963638285,0.022004630144772972
E02001842,E02001859,103,0,0,0,18,1,0,70,7,2,5,0,5036.552126720704,0.021091682843187878
E02001842,E02001863,44,0,0,1,8,0,0,27,6,0,2,0,5894.318765448733,0.021914775277520497
E02001842,E02001865,25,0,0,0,4,0,0,20,1,0,0,0,4688.119206132778,0.021292007902046557
E02001842,E02001866,15,0,0,0,2,0,0,9,4,0,0,0,5197.604519697679,0.01722754303724045
E02001842,E02001867,18,0,0,0,5,0,0,12,1,0,0,0,5906.972599713984,0.02032725142728299
E02001842,E02001869,50,0,0,1,5,0,0,35,6,2,1,0,8080.847306065003,0.01979298856281584
E02001842,E02001873,54,0,0,0,4,0,1,45,4,0,0,0,5753.869713693816,0.01817124552847811
E02001842,E02001874,15,0,0,0,4,0,0,9,2,0,0,0,9192.742804405454,0.020515743535577637
E02001842,E02001875,29,0,0,0,6,1,0,19,3,0,0,0,6302.404735879134,0.020631500545150477
E02001842,E02001876,220,0,0,2,67,1,0,136,9,3,2,0,7616.473702707319,0.018130137952571866
E02001842,E02001878,26,0,0,0,1,1,0,22,1,1,0,0,9682.82025425625,0.02038623182015731
E02001842,E02001879,21,0,0,0,1,0,0,16,4,0,0,0,7374.490393953935,0.02255666737774633
E02001842,E02001884,13,0,0,0,3,0,0,9,0,0,1,0,11316.952462386567,0.022042305944642644
E02001842,E02001890,30,0,0,0,7,0,0,20,1,1,1,0,9248.718912083035,0.02421883995155587
E02001842,E02001892,11,0,0,0,1,0,0,10,0,0,0,0,13073.981656568205,0.035272978269033674
E02001842,E02001895,16,0,0,0,1,0,0,14,1,0,0,0,16016.99981474286,0.017122915318110176
E02001842,E02001897,15,0,0,0,1,0,0,12,2,0,0,0,10398.381430870293,0.027512626695444922
E02001842,E02001900,14,0,0,0,1,0,0,13,0,0,0,0,10874.553772958647,0.019514656892096055
E02001842,E02001904,14,0,0,0,4,0,0,8,1,0,1,0,14110.862045137961,0.022513625512041113
E02001842,E02001905,23,0,0,1,6,0,0,13,2,0,1,0,11558.429234493553,0.019351095610963598
E02001842,E02001913,25,0,0,0,3,0,0,22,0,0,0,0,12436.927590989293,0.017892433991484574
E02001842,E02002089,23,0,0,0,6,0,0,16,1,0,0,0,17950.27946893706,0.024670785579949527
