Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001077,E02006912,163,0,1,0,102,0,0,31,2,25,2,0,6568.76223530161,0.010967331838154716
E02001077,E02006913,13,0,0,0,5,0,0,6,1,0,1,0,8669.699341660416,0.02019673657304231
E02001077,E02006914,109,0,0,0,53,1,0,31,4,13,6,1,5332.323841828843,0.011148542338584226
E02001077,E02006915,14,0,0,0,2,0,0,7,2,1,2,0,8776.95907454936,0.01251351072208051
E02001077,E02006917,136,0,0,2,74,1,0,43,3,11,2,0,5224.46603491454,0.012135215495206941
E02001078,E02001050,16,0,0,0,4,0,0,10,1,0,1,0,11643.394221741375,0.013689987815046744
E02001078,E02001055,21,0,0,1,3,0,1,11,2,1,2,0,9048.12404306001,0.012652012146940044
E02001078,E02001059,27,0,0,0,2,1,1,17,3,1,2,0,6719.232322376915,0.017239976392635862
E02001078,E02001061,13,0,0,1,5,0,0,6,0,1,0,0,6158.044556469669,0.01848868496566441
E02001078,E02001062,141,0,0,0,45,0,1,65,10,11,9,0,5550.32145532522,0.02721507086695734
E02001078,E02001063,68,0,0,2,17,0,1,34,4,8,2,0,5502.779457049002,0.01878626458223802
E02001078,E02001064,54,0,0,0,16,0,0,33,3,1,1,0,4160.2307398327885,0.02022335976104383
E02001078,E02001066,123,0,0,0,33,0,0,58,16,3,13,0,3841.2595407119334,0.017419089382269347
E02001078,E02001067,16,0,0,0,0,0,1,12,0,3,0,0,3702.7771994075697,0.013930147737481916
E02001078,E02001068,18,0,0,0,4,0,0,11,0,1,2,0,5025.026794642725,0.020034043659169214
E02001078,E02001069,35,0,0,0,4,0,1,21,2,5,2,0,4182.930046089748,0.016090203651497412
E02001078,E02001070,63,0,0,0,9,1,0,30,6,9,8,0,3328.307184357291,0.016658610320120983
E02001078,E02001071,54,0,0,0,8,1,0,33,3,2,6,1,2644.7132413998966,NaN
E02001078,E02001072,19,0,0,0,1,0,0,12,2,2,2,0,5242.509323484112,0.010765890986631908
E02001078,E02001073,21,0,0,0,8,1,0,11,0,1,0,0,6045.093000191548,0.012151592025961961
E02001078,E02001074,17,0,0,0,2,0,0,12,2,1,0,0,3873.089150680511,0.011480693099399846
E02001078,E02001075,108,0,0,1,9,1,0,51,5,4,37,0,1722.7611792682246,0.016575926602306345
E02001078,E02001076,47,0,0,0,3,0,0,22,1,4,17,0,2040.4477270791049,0.015121185325247298
E02001078,E02001078,118,0,0,3,21,1,0,28,2,4,59,0,0,0.017599112117569135
E02001078,E02001079,12,0,0,0,5,0,0,7,0,0,0,0,2631.3516750071703,0.020404652798657396
E02001078,E02001080,41,0,0,0,3,0,0,17,1,5,15,0,1274.2882277644537,0.018565156366083156
E02001078,E02001082,64,0,0,0,5,0,0,37,5,7,10,0,2526.297362172937,0.020431290502808442
E02001078,E02001083,38,0,0,2,3,0,0,25,2,5,1,0,3733.238450608314,0.018827548974569078
E02001078,E02001084,17,0,0,0,2,0,0,10,0,2,3,0,2323.1147906277274,0.018462619468669273
E02001078,E02001085,87,0,0,1,20,1,0,32,5,5,21,2,471.38494619899126,0.014220599686973152
E02001078,E02001086,18,0,0,0,3,0,0,11,1,2,1,0,4419.599155988927,0.015037264380811884
E02001078,E02001087,26,0,0,0,4,0,0,16,3,2,1,0,3347.3847653268786,0.016774481921247912
E02001078,E02001089,69,0,0,0,23,2,0,40,0,1,3,0,3413.797424627241,0.010215029002459854
E02001078,E02001188,15,0,0,0,4,0,0,8,1,0,2,0,3365.607488077825,0.015364286039943503
E02001078,E02001189,13,0,0,0,2,0,0,4,6,0,0,1,3747.643367894884,0.01859137535757038
E02001078,E02001259,25,0,2,0,5,0,0,14,0,3,1,0,6361.583653295514,0.01432230824423479
E02001078,E02006902,221,0,1,28,120,0,1,49,6,8,8,0,7927.703709865887,0.01045577241533179
E02001078,E02006912,174,0,2,34,67,0,2,46,6,8,7,2,6643.92008330238,0.015623949610292651
E02001078,E02006913,19,0,0,1,7,0,0,8,0,2,1,0,9799.999641451059,0.011758085511157429
E02001078,E02006914,56,0,0,3,28,1,1,17,2,2,2,0,6277.264857608018,0.011319234656438311
E02001078,E02006915,25,0,0,0,5,0,0,20,0,0,0,0,10235.82054218395,0.011045883409755609
E02001078,E02006917,85,0,1,4,41,2,0,26,3,5,3,0,6996.537433069064,0.013845785758220215
E02001079,E02001059,18,0,0,0,5,0,0,11,0,0,2,0,7624.345278465492,0.011511595744744642
E02001079,E02001061,11,0,0,0,3,0,0,7,0,1,0,0,8066.985886693334,0.011482457397880945
E02001079,E02001062,141,0,0,0,69,0,0,41,4,18,9,0,4320.04904951722,0.009697062722361417
E02001079,E02001063,75,0,0,0,39,0,0,28,2,5,1,0,3745.3882893305267,0.011808299249596184
E02001079,E02001064,22,0,0,0,1,1,1,16,2,1,0,0,5125.7605850766895,0.010827159781212415
E02001079,E02001066,101,0,0,0,46,3,0,32,13,3,3,1,3969.1166938450347,0.010372054541283083
E02001079,E02001069,25,0,0,0,10,1,0,10,0,1,3,0,2177.9707408063778,0.011770707146039
E02001079,E02001070,46,0,0,0,13,1,0,13,4,1,13,1,2144.296122772305,0.009584539008015546
